City_ID,City,Lat,Lng,Current Weather,Weather Description,Feels Like,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
253,Kousseri,12.0769,15.0306,Clouds,overcast clouds,90.18,94.96,94.96,10,100,10.36,2023-02-08,CM
254,Guane,22.2025,-84.0875,Clouds,scattered clouds,84.97,83.25,83.25,54,45,15.75,2023-02-08,CU
255,Igunga,-4.2833,33.8833,Rain,moderate rain,69.26,68.83,68.83,82,96,5.1,2023-02-08,TZ
257,Eureka,40.8021,-124.1637,Clouds,scattered clouds,45.21,45.21,46.2,96,40,1.01,2023-02-08,US
258,Phrae,18.0833,100,Clear,clear sky,68.5,69.76,69.76,44,0,0.72,2023-02-08,TH
259,Haapiti,-17.5667,-149.8667,Clouds,few clouds,74.8,74.71,74.93,62,23,4.29,2023-02-08,PF
260,Saskylakh,71.9167,114.0833,Clouds,overcast clouds,-46.95,-34.35,-34.35,99,96,5.17,2023-02-08,RU
261,Itarema,-2.9248,-39.9167,Rain,light rain,89.8,84.61,84.61,64,97,14.03,2023-02-08,BR
262,San Cristobal,7.7669,-72.225,Clouds,overcast clouds,74.5,75.38,75.38,40,88,8.66,2023-02-08,VE
263,Konanur,12.6264,76.0542,Clouds,overcast clouds,69.12,70.2,70.2,47,100,2.46,2023-02-08,IN
264,Kailua,21.4022,-157.7394,Rain,light rain,71.44,70.75,75.18,83,100,17.27,2023-02-08,US
265,Lagoa,39.05,-27.9833,Clouds,overcast clouds,54.25,56.12,56.12,60,94,13.33,2023-02-08,PT
266,Varnamo,57.186,14.04,Clouds,overcast clouds,31.62,34.03,34.05,1,100,3,2023-02-08,SE
267,Camopi,3.1655,-52.3158,Clouds,broken clouds,87.91,81.73,81.73,79,71,5.53,2023-02-08,GF
268,Kotaparh,19.15,82.35,Clouds,scattered clouds,63.72,66.09,66.09,28,41,5.12,2023-02-08,IN
269,Bayeux,-7.125,-34.9322,Clouds,scattered clouds,93.79,88.43,88.43,55,40,12.66,2023-02-08,BR
270,Qui Nhon,13.7667,109.2333,Clear,clear sky,75.02,73.76,73.76,89,6,2.39,2023-02-08,VN
271,Kavaratti,10.5669,72.642,Clouds,broken clouds,79.84,79.84,79.84,74,60,9.82,2023-02-08,IN
272,Zuwarah,32.9312,12.082,Rain,light rain,54.75,55.63,55.63,82,100,4.47,2023-02-08,LY
273,Flinders,-34.5833,150.8552,Rain,moderate rain,69.55,68.67,69.19,92,93,5.01,2023-02-08,AU
274,Sayat,38.7839,63.8803,Clouds,overcast clouds,48.85,51.67,51.67,49,100,11.99,2023-02-08,TM
275,Zhenhai,24.2582,118.0905,Clouds,overcast clouds,59.34,59.68,59.68,85,100,17.85,2023-02-08,CN
276,Faanui,-16.4833,-151.75,Rain,light rain,84.24,80.35,80.35,75,24,9.8,2023-02-08,PF
277,Okhotsk,59.3833,143.3,Clouds,few clouds,-34.42,-21.82,-21.82,83,18,10.6,2023-02-08,RU
278,Mpika,-11.8343,31.4529,Clouds,overcast clouds,61.75,61.57,61.57,92,92,7.2,2023-02-08,ZM
279,Cantagalo,-21.9811,-42.3681,Clouds,overcast clouds,79.43,79.43,79.43,76,98,1.07,2023-02-08,BR
280,Salalah,17.0151,54.0924,Clear,clear sky,76.19,75.29,75.29,78,0,3.44,2023-02-08,OM
281,Portage,41.1667,-81.1998,Clouds,scattered clouds,36.09,38.93,41.7,70,45,4,2023-02-08,US
282,Wajir,1.7471,40.0573,Clouds,few clouds,93.78,96.76,96.76,21,20,5.75,2023-02-08,KE
283,Nimaparha,20.0667,86.0167,Clouds,broken clouds,77.04,75.6,75.6,89,58,7.47,2023-02-08,IN
285,Kirakira,-10.4544,161.9205,Clouds,overcast clouds,84.92,80.06,80.06,84,100,6.24,2023-02-08,SB
286,Namatanai,-3.6667,152.4333,Rain,light rain,78.76,78.76,78.76,82,100,3.13,2023-02-08,PG
287,Smithers,54.7804,-127.1743,Clouds,broken clouds,23.32,23.32,23.32,93,75,2.3,2023-02-08,CA
288,Andros Town,24.7,-77.7667,Clouds,scattered clouds,77.23,76.96,76.96,61,25,15.97,2023-02-08,BS
289,Pervomayskiy,53.2485,40.2871,Clouds,broken clouds,3.36,13.87,13.87,93,51,7.31,2023-02-08,RU
290,Ejura,7.3856,-1.3562,Clouds,overcast clouds,93.83,96.33,96.33,23,100,8.05,2023-02-08,GH
291,Hinesville,31.8469,-81.5959,Clear,clear sky,71.96,72.3,75.13,58,0,5.75,2023-02-08,US
292,La Rioja,42.25,-2.5,Clouds,broken clouds,37.99,40.78,40.78,81,76,4.25,2023-02-08,ES
294,Ajdabiya,30.7554,20.2263,Clouds,overcast clouds,55.58,58.1,58.1,42,96,14.47,2023-02-08,LY
295,Najran,17.4924,44.1277,Clouds,broken clouds,79.45,79.45,79.45,15,70,4.36,2023-02-08,SA
296,Kaitangata,-46.2817,169.8464,Clouds,scattered clouds,41.47,47.26,47.26,75,44,13.76,2023-02-08,NZ
297,Sultanpur,26.2667,82.0667,Clear,clear sky,55.78,58.06,58.06,47,0,7.25,2023-02-08,IN
298,Severo-Yeniseyskiy,60.3725,93.0408,Clouds,overcast clouds,-7.76,-0.69,-0.69,98,100,3.04,2023-02-08,RU
299,Saint-Philippe,-21.3585,55.7679,Rain,light rain,85.06,80.19,80.19,83,54,13.53,2023-02-08,RE
300,San Patricio,28.017,-97.5169,Rain,moderate rain,55.13,55.85,62.44,85,92,18.43,2023-02-08,US
301,Villa Carlos Paz,-31.4241,-64.4978,Clouds,few clouds,92.93,92.97,93.06,34,19,7.47,2023-02-08,AR
302,Upata,8.0086,-62.3989,Clouds,overcast clouds,86.76,85.77,85.77,47,92,6.76,2023-02-08,VE
303,Menemen,38.6075,27.0694,Clouds,few clouds,28.63,37.18,37.18,70,20,13.8,2023-02-08,TR
305,Biltine,14.5333,20.9167,Clouds,broken clouds,79.95,79.95,79.95,7,72,12.97,2023-02-08,TD
306,Korla,41.7597,86.1469,Clouds,scattered clouds,30.85,30.85,30.85,70,44,1.34,2023-02-08,CN
307,Urengoy,65.9667,78.3667,Clouds,overcast clouds,-8.37,4.23,4.23,93,100,18.19,2023-02-08,RU
308,Muriwai Beach,-36.8167,174.45,Clouds,broken clouds,60.01,60.28,63.77,85,61,12.64,2023-02-08,NZ
309,Bambanglipuro,-7.95,110.2833,Clouds,overcast clouds,77.74,76.06,76.06,93,100,12.5,2023-02-08,ID
310,Lasa,46.6166,10.7002,Clouds,scattered clouds,32.88,32.88,32.88,96,50,1.74,2023-02-08,IT
313,Tuatapere,-46.1333,167.6833,Clouds,overcast clouds,40.55,45.52,45.52,86,92,9.84,2023-02-08,NZ
314,Luis Correia,-2.8792,-41.6669,Clouds,overcast clouds,91.6,86.65,86.65,58,98,6.71,2023-02-08,BR
315,Vila Franca Do Campo,37.7167,-25.4333,Clouds,broken clouds,56.08,57.61,57.61,64,51,12.46,2023-02-08,PT
316,Cap Malheureux,-19.9842,57.6142,Clouds,overcast clouds,84.61,80.47,80.47,76,98,4,2023-02-08,MU
317,Pisco,-13.7,-76.2167,Clear,clear sky,77.88,77.05,79.02,73,0,9.22,2023-02-08,PE
318,Bograd,54.2344,90.8328,Clouds,overcast clouds,-1.77,5.31,5.31,90,94,3.44,2023-02-08,RU
319,Wenling,28.3669,121.36,Clouds,overcast clouds,43.97,47.77,47.77,94,100,8.19,2023-02-08,CN
320,College,64.8569,-147.8028,Snow,light snow,-0.24,-0.24,0.59,83,100,0,2023-02-08,US
321,Swellendam,-34.0226,20.4417,Clouds,few clouds,73.81,74.12,74.12,55,14,19.48,2023-02-08,ZA
322,Ulcinj,41.9294,19.2244,Clear,clear sky,27.66,36.99,37.62,51,10,15.99,2023-02-08,ME
323,Abha,18.2164,42.5053,Clear,clear sky,58.03,59.25,60.62,67,0,5.75,2023-02-08,SA
325,Tomakomai,42.6369,141.6033,Snow,light snow,10.8,10.8,20.17,92,75,2.3,2023-02-08,JP
326,Nantucket,41.2835,-70.0995,Clouds,scattered clouds,39.88,46.51,48.25,61,40,16.11,2023-02-08,US
327,Georgetown,5.4112,100.3354,Clouds,few clouds,78.75,78.75,82.33,94,20,3.44,2023-02-08,MY
328,Talnakh,69.4865,88.3972,Clouds,overcast clouds,-22.4,-9.8,-9.8,96,100,8.97,2023-02-08,RU
329,Witu,-2.3889,40.4382,Clouds,scattered clouds,86.63,80.76,80.76,84,26,12.44,2023-02-08,KE
330,Sao Filipe,14.8961,-24.4956,Clouds,broken clouds,69.98,70.16,70.16,66,80,6.13,2023-02-08,CV
332,China,25.7,-99.2333,Clouds,overcast clouds,57.31,59.2,59.2,53,100,25.08,2023-02-08,MX
333,Kostomuksha,64.571,30.5767,Clouds,overcast clouds,17.22,28.2,28.2,94,86,13.76,2023-02-08,RU
334,West Bay,19.3667,-81.4167,Clouds,scattered clouds,88.92,82.62,84.07,75,40,16.11,2023-02-08,KY
335,Ishigaki,24.3448,124.1572,Clouds,overcast clouds,72.5,71.73,71.73,83,100,9.22,2023-02-08,JP
336,Airai,-8.9266,125.4092,Clouds,overcast clouds,60.28,60.06,60.06,96,94,1.12,2023-02-08,TL
337,Safaga,26.7292,33.9365,Clouds,overcast clouds,59.43,61.3,61.3,49,100,16.02,2023-02-08,EG
340,Adrar,20.5022,-10.0711,Clouds,overcast clouds,74.25,76.3,76.3,13,100,12.19,2023-02-08,MR
341,Seoul,37.5683,126.9778,Clear,clear sky,21.78,27.14,31.44,64,0,4.61,2023-02-08,KR
342,Abu Dhabi,24.4667,54.3667,Clouds,broken clouds,71.6,70.77,71.71,86,67,11.5,2023-02-08,AE
343,Tabou,4.423,-7.3528,Clouds,broken clouds,88.75,83.05,83.05,71,63,6.71,2023-02-08,CI
344,Lonevag,60.5262,5.4937,Clouds,overcast clouds,39.24,46.35,47.28,76,100,18.01,2023-02-08,NO
345,Kiunga,-6.1219,141.2906,Clouds,overcast clouds,75.04,73.35,73.35,99,100,5.01,2023-02-08,PG
346,Shitkino,56.3703,98.3543,Clouds,overcast clouds,6.15,6.15,6.15,99,100,2.13,2023-02-08,RU
347,Mocuba,-16.8392,36.9856,Clouds,overcast clouds,76.41,74.77,74.77,95,99,4.25,2023-02-08,MZ
348,Horsham,51.064,-0.3272,Clear,clear sky,38.84,42.46,45.01,65,0,5.75,2023-02-08,GB
349,Pokaran,26.9167,71.9167,Clear,clear sky,69.24,71.49,71.49,19,9,10.4,2023-02-08,IN
350,Umm Lajj,25.0213,37.2685,Clouds,overcast clouds,65.37,66.52,66.52,53,100,17.65,2023-02-08,SA
351,Sitka,57.0531,-135.33,Mist,mist,30.58,35.49,35.49,87,100,5.75,2023-02-08,US
352,Kupang,-10.1667,123.5833,Clouds,overcast clouds,79.23,77.63,77.63,88,100,3.15,2023-02-08,ID
354,Puro,12.4841,123.3827,Clouds,broken clouds,77.16,76.1,76.1,80,81,9.35,2023-02-08,PH
355,Tuktoyaktuk,69.4541,-133.0374,Clear,clear sky,-43.6,-31,-31,68,0,4.61,2023-02-08,CA
356,Guadalupe Y Calvo,26.1,-106.9667,Clear,clear sky,53.1,57.2,57.2,10,1,1.36,2023-02-08,MX
357,Mahajanga,-15.7167,46.3167,Rain,light rain,90.68,82.42,82.42,83,40,5.75,2023-02-08,MG
358,Sinaloa,25,-107.5,Clouds,few clouds,56.03,59.45,59.45,20,20,1.72,2023-02-08,MX
360,Praia Da Vitoria,38.7333,-27.0667,Clouds,broken clouds,56.75,57.45,57.76,82,75,12.8,2023-02-08,PT
361,Sangar,63.9242,127.4739,Clouds,overcast clouds,-59.58,-46.98,-46.98,98,87,3.11,2023-02-08,RU
362,Wajima,37.4,136.9,Clouds,overcast clouds,31.01,38.88,38.88,55,99,13.13,2023-02-08,JP
363,Peniche,39.3558,-9.3811,Clouds,overcast clouds,54.09,55.33,56.1,75,98,22.59,2023-02-08,PT
364,Touros,-5.1989,-35.4608,Clouds,overcast clouds,88.61,86.49,86.49,50,96,14.27,2023-02-08,BR
365,Lufilufi,-13.8745,-171.5986,Rain,light rain,75.94,74.98,74.98,80,82,14.67,2023-02-08,WS
366,Bilma,18.6853,12.9164,Clouds,overcast clouds,75.87,77.77,77.77,13,98,6.98,2023-02-08,NE
367,Beaune,47.0833,4.75,Clear,clear sky,32.49,35.24,35.24,75,4,3.4,2023-02-08,FR
368,Okha,53.5739,142.9478,Clouds,overcast clouds,-34.82,-22.22,-22.22,96,100,11.07,2023-02-08,RU
369,Gejiu,23.306,103.1635,Clear,clear sky,44.19,45.36,45.36,85,6,3.24,2023-02-08,CN
370,Surt,31.2089,16.5887,Clouds,broken clouds,57.88,59.81,59.81,51,78,18.66,2023-02-08,LY
371,Sarakhs,36.5449,61.1577,Clouds,broken clouds,51.73,53.74,53.74,62,75,23.02,2023-02-08,IR
372,Ponta Do Sol,32.6667,-17.1,Rain,light rain,61.3,63.12,63.23,46,71,6.13,2023-02-08,PT
373,Catuday,16.2923,119.8062,Clouds,overcast clouds,77.88,77.09,77.09,72,100,14.25,2023-02-08,PH
375,Kalach-Na-Donu,48.691,43.5264,Clear,clear sky,-0.15,10.96,10.96,95,6,7.29,2023-02-08,RU
376,Nanlong,31.3533,106.0631,Clouds,overcast clouds,48.88,50.04,50.04,88,100,3.11,2023-02-08,CN
377,Libertador General San Martin,-23.8064,-64.7876,Clouds,scattered clouds,99.54,98.98,98.98,28,47,7.31,2023-02-08,AR
378,Gladstone,-23.85,151.25,Clouds,scattered clouds,75.58,75.13,75.13,69,40,9.22,2023-02-08,AU
379,Chapada Dos Guimaraes,-15.4606,-55.7497,Clouds,overcast clouds,83.98,83.86,83.86,45,98,3.02,2023-02-08,BR
380,Alamos,27.0167,-108.9333,Clear,clear sky,67.3,70.16,70.16,9,0,3.06,2023-02-08,MX
381,Samarai,-10.6167,150.6667,Rain,light rain,78.31,76.59,76.59,93,100,8.52,2023-02-08,PG
382,Broome,42.2506,-75.833,Clouds,broken clouds,32.43,40.46,43.66,62,75,14.97,2023-02-08,US
383,Tabas,33.5959,56.9244,Clouds,few clouds,53.31,56.21,56.21,38,11,10.33,2023-02-08,IR
384,Ikot Ekpene,5.1794,7.7108,Clouds,scattered clouds,94.37,91.35,91.35,44,38,10.76,2023-02-08,NG
385,Yining,29.0361,114.5636,Clouds,overcast clouds,45.82,46.96,46.96,97,100,3.44,2023-02-08,CN
386,Bambous Virieux,-20.3428,57.7575,Clouds,scattered clouds,85.03,80.85,80.85,74,40,4.61,2023-02-08,MU
387,Mar Del Plata,-38.0023,-57.5575,Clear,clear sky,76.71,75.94,78.82,74,0,5.75,2023-02-08,AR
388,Shimoda,34.6667,138.95,Clouds,broken clouds,37.04,43.11,43.11,66,84,11.16,2023-02-08,JP
389,Dunyapur,29.7995,71.7196,Clouds,broken clouds,62.89,65.3,65.3,29,70,5.26,2023-02-08,PK
390,Codrington,-38.2667,141.9667,Clouds,broken clouds,53.31,54.16,54.16,86,69,6.17,2023-02-08,AU
391,Marquette,46.5333,-87.6335,Clouds,scattered clouds,33.12,37.87,38.77,61,41,6.15,2023-02-08,US
393,Conroe,30.3119,-95.456,Clouds,overcast clouds,74.3,73.53,77.67,79,100,18.41,2023-02-08,US
394,Rabo De Peixe,37.8,-25.5833,Clouds,broken clouds,55.47,56.71,56.71,72,75,11.5,2023-02-08,PT
395,Gohpur,26.8833,93.6333,Clouds,few clouds,57.88,59.04,59.04,69,17,1.74,2023-02-08,IN
396,Aranjuez,40.0311,-3.6025,Clouds,overcast clouds,50.18,52.03,52.32,69,100,7.56,2023-02-08,ES
397,Kolondieba,11.0882,-6.8926,Clouds,scattered clouds,94.19,98.67,98.67,14,34,7.99,2023-02-08,ML
